buyer,date_end,date_ordered,description,expected_delivery_days,extend_delivery,extras_amount,extras_price,gig,includes,order_link,stars,status,total
dirkdirk2015,29/03/2023,26/03/2023,Updates in webpages from images in chat,4,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Functional website | Content upload | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO41625A9F184,5,Completed,30.0
dejurado,03/04/2023,23/03/2023,Fix script Follow advanced  Follow classic and Post from project Instagram Bot,5,0,3,120.0,do script for email automation,Source code | Detailed code comments | 1 revision | A Custom Order | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO41620D2CD84,5,Completed,90.0
alvaroreyesenca,10/03/2023,01/03/2023,"Script para verificar los posts de https://breached.vc/Forum-Other-Leaks y enviar notificacion por correo en caso de que alguno incluya la palabra ""chile""",6,1,3,80.0,"do web scraping, data mining any website",Source code | 1 revision | Un pedido personalizado,https://www.fiverr.com/users/darideveloper/manage_orders/FO1107AA92245,0,Completed,55.0
joseantonioe833,27/02/2023,24/02/2023,Cambios en página  nyxtrackers.com,5,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",1 page | Content upload | Functional website | Hosting setup | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO515EF2E2183,5,Completed,70.0
sadb0y,21/02/2023,14/02/2023,(Ignore the gig name) Script for ganarate .bat and .lnk files  for run games with retroarch,6,0,3,230.0,convert design to website with hosting and domain,1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO21B54BED388,5,Completed,175.0
dejurado,16/02/2023,13/02/2023,Instagram post scraper who save data in csv separated files,4,0,0,0,create a script for extract data from any page,Source code | Formatting & clean up | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO81B50FAB482,0,Completed,50.0
olikaka,01/02/2023,31/01/2023,add progress bar to flask project an deploy in AWS EB,2,0,0,0,create a python flask api or project,Source code | install the project in your server | add an html css and js page for your project | 1 page | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO81B2EFCD702,0,Completed,65.0
olikaka,25/01/2023,25/01/2023,Fix python flask project,1,0,0,0,create a python flask api or project,Source code | 1 page | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO625FB3584C8,0,Completed,20.0
ujashare,26/01/2023,24/01/2023,Extraer información de los productos en todas las categorías  de la página https://carlitosbaby.com/ y guardar la información de salida en excel,6,0,0,0,"do web scraping, data mining any website",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO4104515B542,5,Completed,60.0
wtmetan,26/01/2023,20/01/2023,implementación de Rankings en Comunidad MC,5,1,2,55.0,"create your web page  fast, responsive, contact forms, animations, customization",1 page | Functional website | Speed optimization | Hosting setup | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO715A9BAAB81,5,Completed,55.0
dejurado,21/01/2023,19/01/2023,Extract post from Facebook users  check if contains specific keywords and save the output data in csv file.,3,0,0,0,"do web scraping, data mining any website",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO71B111EA883,0,Completed,50.0
wtmetan,19/01/2023,17/01/2023,Sistema para asignar puntos y oantalla.pars visualizar histórico de puntos del usuario,6,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",1 page | Content upload | Functional website | Hosting setup | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO62071C542C6,5,Completed,80.0
wtmetan,11/01/2023,10/01/2023,Actualización de proyecto de web app basada en twitch,5,0,0,0,"create your web page, with hosting and domain, fast, responsive, animations",Responsive design | 1 section included | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO725BE072B47,0,Completed,150.0
deeplawn,10/01/2023,03/01/2023,get web pages from CSV file  extract email and phone from each page and save the output data in csv,5,0,2,70.0,"do web scraping, data mining any website",Source code | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO420442DEFC8,0,Completed,55.0
redakhouya,02/01/2023,02/01/2023,Flask application with 5 endpoints (create  read  update  delete for a single register and an endpoint for show al  registers)  based in a single json file of videos.,3,0,0,0,create a python flask api or project,Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3ABFC18C41,3.7,Completed,25.0
deeplawn,30/12/2022,30/12/2022,"Update project ""leads generator google maps""  for make scraper works again.",3,0,0,0,"do web scraping, data mining any website",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO8203954A9C4,0,Completed,15.0
wtmetan,30/12/2022,29/12/2022,Implementación de verificación por whstapp en proyecto http://comunidadmc.herokuapp.com/,3,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",1 page | Content upload | Functional website | Hosting setup | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3157A409385,5,Completed,40.0
jairosuse278,28/12/2022,28/12/2022,Script para monitorear cursos de udemy en página externa  y enviar notificaciones de cambios por correo,2,0,0,0,"do web scraping or web automation and save data in excel, csv, json or database",1 source mine/scraped | 1 page mined/scraped | Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO2101A0927C4,0,Completed,10.0
juanjomilla91,29/12/2022,27/12/2022,Script en python para extraer datos de: https://app.europeanstartups.co/companies.startups/f/data_type/anyof_Verified/regions/allof_European%20Union,3,0,0,0,"do web scraping, data mining any website",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO115751A1587,0,Completed,60.0
wtmetan,27/12/2022,20/12/2022,(ignora el nombre del gig  tengo el otro en mantenimiento)  Añadir panel de administración y pantalla de completar registro a proyecto https://comunidadmc.herokuapp.com/,15,0,0,0,"create a react web app with boostrap, sass and online payments paypal or stripe",Source code,https://www.fiverr.com/users/darideveloper/manage_orders/FO6257C89A2C8,5,Completed,180.0
wtmetan,19/12/2022,12/12/2022,página web con inicio de sesión en discord  paleta de colores personalizada  y diseño proporcionado por el cliente,7,1,2,80.0,"create your web page  fast, responsive, contact forms, animations, customization",2 pages | Content upload | Functional website | Speed optimization | Hosting setup | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO61AB39CAB84,5,Completed,80.0
joseantonioe833,17/12/2022,11/12/2022,Landing page or contact form,4,1,7,112.6,"create your web page, with hosting and domain, fast, responsive, animations",Social media icons | 3 sections included | 2 revisions | Responsive design,https://www.fiverr.com/users/darideveloper/manage_orders/FO71AB0168803,5,Completed,93.8
sadb0y,01/12/2022,26/11/2022,New two requirements for bot,7,0,0,0,"do web scraping, data mining any website",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO1153E13C987,0,Completed,100.0
enrique_o,18/11/2022,16/11/2022,Extraer datatos de directorio de inversores y guardarlos en un excel,2,0,0,0,"do web scraping, data mining any website",1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO2A94C47B42,5,Completed,20.0
liadlevy,17/11/2022,15/11/2022,flask app based in requirements file,1,1,2,65.0,create a python flask api or project,Source code,https://www.fiverr.com/users/darideveloper/manage_orders/FO41528D14D84,0,Completed,65.0
rolandoyza,12/11/2022,12/11/2022,,1,0,0,0,"do web scraping, data mining any website",,https://www.fiverr.com/users/darideveloper/manage_orders/FO61FB2C1DEC6,0,Completed,5.0
dtnzsalmaan,08/11/2022,07/11/2022,Check in detail python flask project and requirements.xlsx file,1,0,0,0,create a python flask api or project,Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO1545BB8901,0,Completed,15.0
rolandoyza,06/11/2022,24/10/2022,Página web  parte 2  en base a diseño de miro,10,1,3,70.0,"create your web page  fast, responsive, contact forms, animations, customization",Responsive design | 3 pages | Source code | Design customization | Content upload | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO1141CC1C987,5,Completed,65.0
prefabsoftware,01/11/2022,23/10/2022,(ignore the gig name)  pyramid app with supebase  with the pages: home  login  register and profile,7,0,2,260.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 3 pages | Content upload | Responsive design | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO6191FDABA04,0,Completed,220.0
sadb0y,07/11/2022,21/10/2022,,4,0,7,770.0,"do web scraping, data mining any website",Source code | A Custom Order | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO7191A9B0403,5,Completed,420.0
shirayama,16/10/2022,10/10/2022,update API,1,1,2,10.0,create a python flask api or project,Source code | 1 page,https://www.fiverr.com/users/darideveloper/manage_orders/FO5EFE394DC1,0,Completed,10.0
sizzler1,05/10/2022,05/10/2022,Fix error in flask api,1,0,0,0,create a python flask api or project,Source code | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO822E65AFDC6,5,Completed,5.0
rolandoyza,10/10/2022,30/09/2022,,5,1,2,60.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Design customization | Content upload | Responsive design,https://www.fiverr.com/users/darideveloper/manage_orders/FO622D7A46AC8,0,Completed,120.0
angeldraw10,29/09/2022,28/09/2022,Flask application that contains the following:  Separate .py file that contains code for interacting with with the API Flask application with a home page and two additional routes Each of the additional routes contains a way to input a term and return results using that term with the API Use of styling to make site pretty,1,0,0,0,create a python flask api or project,Source code | add an html css and js page for your project | 3 pages | Design customization | Content upload | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO718DD2DC803,0,Completed,80.0
shirayama,27/09/2022,27/09/2022,Basic api autentication with a single key,1,0,0,0,create a python flask api or project,Source code | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO39F07BCB41,5,Completed,5.0
epnonprofit,20/09/2022,18/09/2022,html  css and JavaScript animation with triggers based on https://codepen.io/jjperezaguinaga/full/DZxRmb,4,0,0,0,create your web page,Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO518C0C80B85,0,Completed,50.0
deeplawn,19/09/2022,17/09/2022,(ignore the gig name) New setting: List of words to skip in the emails,2,0,0,0,create your web page,Source code | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO39E5E3A241,0,Completed,15.0
julian_chile,19/09/2022,13/09/2022,Bot para descargar archivos XML,6,0,2,90.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO8229609E9C6,5,Completed,75.0
deeplawn,13/09/2022,11/09/2022,(ignore the gig name)   Bot for get business web pages from Google maps  extract emails from web pages and save the output data in Google Sheets  with extra fast delivery,2,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO613BEB6CB82,0,Completed,180.0
firstinflight,15/09/2022,11/09/2022,Project of few pages  such as a product or company website,7,0,2,100.0,"create your web page, with hosting and domain, fast, responsive, animations",Design customization | Content upload | Responsive design | Source code | 2 revisions | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO1ECEECFB45,5,Completed,80.0
omarguzman989,06/09/2022,06/09/2022,Subir y configurar archivos para el hosting de https://cancunconciergedmc.com/,1,0,0,0,create your web page,Content upload | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO7227EEFADC7,5,Completed,10.0
shirayama,07/09/2022,06/09/2022,API for show data in html file from a pandas model  with a search bar and a table of results.,3,0,0,0,create a python flask api or project,1 page | Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO518A3844485,5,Completed,10.0
excellencerealt,13/09/2022,05/09/2022,Landing page para empresa: Excellence Realty Group Inc  en español e ingles,10,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 2 pages | Design customization | Content upload | Responsive design | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO613B3B41382,5,Completed,90.0
julian_chile,08/09/2022,31/08/2022,Actualización en MiDT bot,10,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO513AC25B583,5,Completed,40.0
juliethwatts,02/09/2022,27/08/2022,Landing page BarberShop  with animated logo and Behance design,7,0,0,0,create your web page,Source code | Design customization | Content upload | Responsive design | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO51D776A5EC7,5,Completed,100.0
julian_chile,30/08/2022,27/08/2022,Bot para extraer archivos de la página https://midt.dirtrab.cl/welcome,3,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3EBB801CC3,5,Completed,50.0
ivanivalenciab,29/08/2022,25/08/2022,API with get and post endpoints  with premade database,5,0,2,84.0,create a python flask api or project,Source code | add crud full actions for your project | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO71D727E10C5,5,Completed,72.0
julian_chile,24/08/2022,22/08/2022,Actualización en previred-bot-downloader  - Cambiar nombre del archivo de excel - Crear una carpeta por tuta,2,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO29CE37C342,5,Completed,10.0
julian_chile,21/08/2022,15/08/2022,Bot Previred,5,1,3,100.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision | Une commande personnalisée,https://www.fiverr.com/users/darideveloper/manage_orders/FO51D56A2D4C7,5,Completed,85.0
omarguzman989,15/08/2022,11/08/2022,Actualización de página web http://cancunconciergedmc.com/,3,1,2,15.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Design customization | Content upload | Responsive design | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO71389DBA181,0,Completed,15.0
adityaa086,11/08/2022,05/08/2022,Scrape followers from twitter users and save data in excel,6,0,2,105.0,extract tweets and save in csv or excel filtering by name or tags or keywords,Source code | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO2137F12CD86,5,Completed,90.0
veredeliahu,09/08/2022,01/08/2022,Landing page with PayPal payments  hosting a domain,10,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Design customization | Content upload | Responsive design | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO818541D2102,0,Completed,110.0
julian_chile,31/07/2022,30/07/2022,(ignore el nombre del gig  aún no tengo gis activiados para web scraping).  Añadir funcionalidad de descargar formulario compacto f22  en proyecto anterior.,5,0,0,0,extract tweets and save in csv or excel filtering by name or tags or keywords,Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO5E97B2D4C1,5,Completed,25.0
adityaa086,01/08/2022,30/07/2022,(ignore the gig name  I don't have gigs for web scraping right now)   Scrape data from web page with login  and submit the data to database,7,0,2,110.0,extract tweets and save in csv or excel filtering by name or tags or keywords,Source code | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO61851964D84,0,Completed,90.0
krishnavinni,29/07/2022,29/07/2022,flask singup and login with SQLite,1,0,0,0,create a python flask api or project,"Source code | add a mysql, postgresql or sqlite database for your project, width basic actions | add crud full actions for your project | 1 revision",https://www.fiverr.com/users/darideveloper/manage_orders/FO1137343AF87,5,Completed,25.0
cccheek,28/07/2022,28/07/2022,Data from 100 to 500 tweets  with you custom filters,2,0,0,0,extract tweets and save in csv or excel filtering by name or tags or keywords,Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO8184D74C882,0,Completed,15.0
leibwe,10/08/2022,26/07/2022,,5,0,3,250.0,create a python flask api or project,Source code | Design customization | Content upload | Responsive design | add crud full actions for your project,https://www.fiverr.com/users/darideveloper/manage_orders/FO62200BBF8C8,0,Completed,200.0
julian_chile,24/07/2022,24/07/2022,Actualizar proyecto de automatización para permitir extrer datos de multiples empresas,1,0,0,0,create your web page,Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO4184451DE06,5,Completed,15.0
omarguzman989,24/07/2022,22/07/2022,Añadir pàgina pribada de servicios al sitio web cancunconciergedmc.com,3,0,0,0,"create your web page, with hosting and domain, fast, responsive, animations",Design customization | Content upload | Responsive design | Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO113676B5387,0,Completed,60.0
tjay99c,22/07/2022,22/07/2022,Update variables names in flask and change css + html,1,0,0,0,create a python flask api or project,Source code | Design customization,https://www.fiverr.com/users/darideveloper/manage_orders/FO41D1AB144C8,0,Completed,30.0
adityaa086,21/07/2022,21/07/2022,(ignore gig name)  Update Twitter scraper for search each month separately,1,0,0,0,create a python flask api or project,Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3183F4DCE07,5,Completed,15.0
adityaa086,21/07/2022,19/07/2022,Web scraping project for extract tweets data,2,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO51D139F7EC7,0,Completed,100.0
krishnavinni,19/07/2022,19/07/2022,Flask crud homework,2,0,0,0,create a python flask api or project,Source code | Design customization | add crud full actions for your project | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO2183AED8808,0,Completed,35.0
jordanmathew192,17/07/2022,16/07/2022,add medium links with logo,2,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Design customization | Content upload | Responsive design | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO6135D368D82,0,Completed,5.0
julian_chile,19/07/2022,14/07/2022,Cambios en proyectos previo  creando sistema de carpetas y extrayendo nuevos datos,3,1,2,40.0,create your web page,Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO418311C8386,5,Completed,40.0
adityaa086,10/07/2022,10/07/2022,fix bug for page updates in project ragingbull notifier MastersClub,1,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code,https://www.fiverr.com/users/darideveloper/manage_orders/FO2E7E360C44,0,Completed,5.0
adityaa086,09/07/2022,08/07/2022,update python notifications project (ignore the gig name),2,1,3,30.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO41CF7A11AC8,5,Completed,20.0
josefitani,11/07/2022,08/07/2022,Python API & web scraping for get code snippets from pages: codepen and jsfiddle,5,0,3,170.0,create a python flask api or project,"Source code | add crud full actions for your project | add a mysql, postgresql or sqlite database for your project, width basic actions | 1 revision | A Custom Order | A Custom Order",https://www.fiverr.com/users/darideveloper/manage_orders/FO81CF6D92EC4,5,Completed,120.0
jordanmathew192,08/07/2022,07/07/2022,link to medium page  resize and rotate the shoes,1,1,2,15.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Content upload | Design customization | Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO71CF6279BC5,5,Completed,15.0
jamesbre11,04/07/2022,04/07/2022,homework web app,1,0,0,0,create your web page,Source code | Design customization | Content upload | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO4E76FC42C2,0,Completed,25.0
omarguzman989,04/07/2022,04/07/2022,Añadir nueva tarjeta de servicio en página web,2,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Content upload | Responsive design | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO41CEDBAECC8,5,Completed,5.0
jordanmathew192,02/07/2022,30/06/2022,add video animation to web page and text update,2,1,3,65.0,create your web page,Source code | Design customization | Content upload | Responsive design | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO313439C7D85,5,Completed,45.0
griffinplays,27/06/2022,25/06/2022,Web page for Gregory H Decker  MD,3,0,0,0,create your web page,Source code | Design customization | Content upload | Responsive design | 1 page | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO8267445CB08,0,Completed,30.0
bluecoat958,03/07/2022,22/06/2022,Sitio web de escuela de idiomas,7,1,2,90.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 6 pages | Design customization | Content upload | Responsive design | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO81CD0B7E2C4,5,Completed,90.0
julian_chile,22/06/2022,16/06/2022,Modificaciones en bots de descarga de archivos csv,3,1,3,40.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO217F735BD88,5,Completed,40.0
julian_chile,16/06/2022,13/06/2022,bot de automatización para descargar archivos de Excel de boletas emitidas,3,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO713271B5781,5,Completed,50.0
julian_chile,13/06/2022,10/06/2022,but de automatización para descargar archivos de Excel y csv   (ignore el nombre del gig  tengo mis otros gigs pausados),3,0,2,70.0,"create your web page  fast, responsive, contact forms, animations, customization",1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO2E59EF66C4,5,Completed,65.0
joshjeffries,28/05/2022,26/05/2022,Sure  I can do it. Show me your code files,3,0,2,140.0,create your web page,Responsive design | 1 page | Source code | Design customization | Content upload | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3984BEC541,5,Completed,110.0
omarguzman989,20/05/2022,19/05/2022,versión a ingles en nueva subpágina de cancunconciergedmc.com,4,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Content upload | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3E3DD08543,5,Completed,30.0
omarguzman989,16/05/2022,09/05/2022,cambios en proyecto,5,1,2,45.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | Design customization | Content upload | Responsive design | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO4E3045E442,0,Completed,45.0
mariawhitney515,16/05/2022,05/05/2022,Web page for project: Keagan's Kloset: Boutique,7,0,2,120.0,"create your web page  fast, responsive, contact forms, animations, customization",Source code | 2 pages | Design customization | Content upload | Responsive design | 1 revision | A Custom Order,https://www.fiverr.com/users/darideveloper/manage_orders/FO621104D1F48,5,Completed,100.0
chrisjoo,05/05/2022,04/05/2022,Basic web page: html + css + js,1,0,0,0,create your web page,Source code | Design customization | Content upload | 3 pages | Responsive design | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO3E299A6F43,5,Completed,30.0
dirkdirk2015,03/05/2022,02/05/2022,Changes in page: https://powerpointpoesie.ch,3,0,2,40.0,create your web page,"Source code | Design customization | Content upload | publish your web page on the internet, with custom domain and security certificate | 1 revision",https://www.fiverr.com/users/darideveloper/manage_orders/FO825BB862F08,5,Completed,30.0
adityaa086,30/04/2022,29/04/2022,EJS Project (Sprint 2) with flask API,2,0,0,0,create your web page,Source code | 1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO81C459368C4,0,Completed,120.0
omarguzman989,06/05/2022,28/04/2022,Rediseño web,10,0,0,0,"create your web page, with hosting and domain, fast, responsive, animations",Design customization | Content upload | Responsive design | Source code | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO412D8641B84,0,Completed,80.0
adityaa086,23/04/2022,23/04/2022,Web project with api call and EJS,1,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",1 revision,https://www.fiverr.com/users/darideveloper/manage_orders/FO4E1B58EF42,5,Completed,100.0
adityaa086,16/04/2022,15/04/2022,Web project with bootstrap and backend with flask,1,0,0,0,create your landing page,Unlimited revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO51C229373C7,5,Completed,120.0
rolandoyza,20/04/2022,12/04/2022,Página web basada en plantilla: http://html.rudhisasmito.com/finanzi/index.html?storefront=envato-elements,10,0,0,0,"create your web page  fast, responsive, contact forms, animations, customization",Responsive design | 1 page | Source code | Design customization | Content upload | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO61C19E017C6,0,Completed,80.0
dirkdirk2015,18/04/2022,12/04/2022,Web pages based on https://powerpointpoesie.ch/,7,0,2,75.0,"create your web page  fast, responsive, contact forms, animations, customization",Responsive design | 1 page | Source code | Design customization | Content upload | 2 revisions,https://www.fiverr.com/users/darideveloper/manage_orders/FO712BA37AB81,5,Completed,62.5
